,p(d),P(d),r(d),L(d),1/L(d),H(d),h(d),r_
1.03,0.10907110483359339,2.030724177138542,1.1330101532950407,6.16224119672192,0.162278620403882,9.168331076554793,1.48782411850935,1
1.035,0.10879876763485012,2.025653707423708,1.1254818744184893,6.20346004820939,0.1612003611256668,9.191280579171586,1.4816377485697876,1
1.04,0.10852711042875873,2.0205958980511403,1.1180036171438434,6.244954610053482,0.16012926633448116,9.214287527321918,1.4754771015450192,1
1.045,0.10825613151746079,2.0155507174095124,1.1105750491028825,6.28672672646378,0.15906528842593576,9.23735206479929,1.4693420704792124,1
1.05,0.10798582920733724,2.0105181339664298,1.1031958401358033,6.328778253985661,0.15800838011194848,9.260474335757138,1.4632325488612576,1
1.055,0.10771620180899773,2.005498116268228,1.095865662276549,6.37111106158283,0.15695849441864249,9.283654484709729,1.4571484306229172,1
1.06,0.10744724763727018,2.0004906329397825,1.0885841897382298,6.413727030720369,0.15591558468425856,9.30689265653307,1.451089610136986,1
1.065,0.10717896501119013,1.9954956526843044,1.081351098898646,6.456628055448363,0.1548796045570814,9.330188996465807,1.4450559822154567,1
1.07,0.10691135225399026,1.9905131442831507,1.074166068285902,6.499816042486093,0.15385050799337904,9.353543650110149,1.4390474421076913,1
1.075,0.10664440769309003,1.985543076595629,1.0670287785641221,6.543292911306748,0.15282824925535726,9.37695676343275,1.4330638854986084,1
1.08,0.10637812966008503,1.9805854185587994,1.0599389125192544,6.587060594222768,0.15181278290912606,9.400428482765644,1.427105208506866,1
1.085,0.10611251649073669,1.975640139187283,1.052896155044975,6.631121036471713,0.15080406382268058,9.423958954807155,1.4211713076830603,1
1.09,0.10584756652496181,1.9707072075730674,1.04590019312868,6.675476196302715,0.14980204716389534,9.447548326622814,1.4152620800079312,1
1.095,0.10558327810682229,1.9657865928853142,1.0389507158375784,6.720128045063507,0.1488066883985318,9.471196745646267,1.4093774228905727,1
1.1,0.10531964958451462,1.9608782643701657,1.032047414304868,6.765078567288054,0.1478179432882587,9.494904359680211,1.4035172341666498,1
1.105,0.1050566793103597,1.9559821913505526,1.0251899817160115,6.810329760784741,0.1468357678886862,9.518671316897311,1.3976814120966286,1
1.11,0.10479436564079243,1.9510983432260023,1.0183781132950978,6.855883636725175,0.14586011854741257,9.542497765841127,1.3918698553640063,1
1.115,0.10453270693635158,1.946226689472449,1.011611506291299,6.901742219733557,0.1448909519020844,9.566383855427041,1.386082463073556,1
1.12,0.10427170156166934,1.9413671996420399,1.004889859965411,6.947907547976687,0.1439282248784689,9.590329734943191,1.3803191347495707,1
1.125,0.10401134788546129,1.9365198433629482,0.9982128755764916,6.994381673254528,0.1429718946885399,9.614335554051406,1.3745797703341227,1
1.1300000000000001,0.10375164428051609,1.9316845903391808,0.9915802563685794,7.041166661091412,0.14202191882857598,9.63840146278813,1.3688642701853238,1
1.135,0.10349258912368538,1.9268614103503916,0.9849917075575071,7.088264590827831,0.14107825507727148,9.662527611565372,1.363172535075598,1
1.1400000000000001,0.1032341807958736,1.9220502732516895,0.9784469363177981,7.135677555712853,0.14014086149385996,9.686714151171637,1.3575044661899576,1
1.145,0.10297641768202782,1.9172511489734516,0.9719456517696539,7.183407662997177,0.13920969641624986,9.710961232772881,1.3518599651242844,1
1.1500000000000001,0.10271929817112778,1.9124640075211359,0.9654875649660237,7.231457034026754,0.13828471845917356,9.735269007913441,1.3462389338836283,1
1.155,0.1024628206561757,1.9076888189750931,0.9590723888797651,7.279827804337096,0.13736588651234732,9.759637628516987,1.340641274880499,1
1.16,0.10220698353418621,1.9029255534903782,0.9526998383908845,7.3285221237481855,0.1364531597386443,9.784067246887487,1.335066890933176,1
1.165,0.10195178520617654,1.8981741812965671,0.9463696302738663,7.377542156460004,0.1355464975722801,9.808558015710126,1.329515685264021,1
1.17,0.10169722407715628,1.8934346726975684,0.9400814831850864,7.426890081148743,0.1346458597170091,9.833110088052292,1.3239875614977958,1
1.175,0.10144329855611754,1.8887069980714373,0.933835117650305,7.476568091063626,0.1337512061443339,9.85772361736452,1.3184824236599908,1
1.18,0.10119000705602503,1.8839911278701928,0.9276302560522485,7.526578394124374,0.13286249709172634,9.882398757481441,1.3130001761751582,1
1.185,0.10093734799380596,1.8792870326196294,0.9214666226182683,7.576923213019372,0.13197969306085977,9.90713566262277,1.3075407238652506,1
1.19,0.10068531979034048,1.8745946829191382,0.9153439434080868,7.627604785304391,0.13110275481585448,9.931934487394235,1.302103971947976,1
1.195,0.1004339208704514,1.869914049441517,0.9092619463016195,7.6786253635021176,0.13023164338153273,9.956795386788581,1.296689826035141,1
1.2,0.10018314966289472,1.865245102932792,0.9032203609868833,7.72998721520219,0.1293663200416876,9.981718516186504,1.2912981921310225,1
1.205,0.09993300460034954,1.8605878142120318,0.8972189189479802,7.781692623162035,0.1285067463373614,10.006704031357646,1.2859289766307287,1
1.21,0.0996834841194084,1.8559421541711671,0.8912573534531657,7.833743885408294,0.1276528840651369,10.03175208846156,1.2805820863185784,1
1.215,0.09943458666056752,1.8513080937748077,0.8853353995429915,7.886143315338964,0.1268046952754393,10.05686284404868,1.2752574283664808,1
1.22,0.09918631066821694,1.8466856040600605,0.8794527940185316,7.938893241826229,0.12596214227084937,10.082036455061314,1.269954910332323,1
1.225,0.0989386545906309,1.8420746561363501,0.8736092754296828,7.991996009319945,0.12512518760442826,10.10727307883461,1.2646744401583676,1
1.23,0.09869161687995813,1.837475221185237,0.8678045840635464,8.045453977951855,0.12429379407805298,10.13257287309755,1.2594159261696525,1
1.235,0.0984451959922121,1.8328872704602373,0.8620384619328837,8.099269523640476,0.12346792474076328,10.157935995973933,1.2541792770723998,1
1.24,0.0981993903872615,1.8283107752866445,0.856310652764651,8.153445038196697,0.12264754288711936,10.183362605983355,1.248964401952431,1
1.245,0.09795419852882047,1.8237457070613488,0.8506209019886087,8.20798292943008,0.12183261205557049,10.208852862042214,1.2437712102735894,1
1.25,0.09770961888443913,1.8191920372526595,0.8449689567260086,8.262885621255878,0.12102309602683449,10.23440692346469,1.2385996118761669,1
1.2550000000000001,0.09746564992549386,1.8146497374001245,0.8393545657783523,8.318155553802772,0.12021895882228781,10.260024949963755,1.2334495169753381,1
1.26,0.09722229012717791,1.8101187791143551,0.8337774796162299,8.3737951835213,0.11942016470236685,10.285707101652156,1.2283208361596047,1
1.2650000000000001,0.09697953796849172,1.8055991340768478,0.8282374503682266,8.429806983293059,0.11862667816497921,10.311453539043423,1.22321348038924,1
1.27,0.09673739193223353,1.8010907740398059,0.8227342318099088,8.486193442540587,0.11783846394392597,10.337264423052876,1.218127360994745,1
1.2750000000000001,0.09649585050498981,1.7965936708259644,0.8172675793528786,8.542957067338026,0.11705548700733417,10.363139914998625,1.2130623896753077,1
1.28,0.09625491217712587,1.7921077963284144,0.8118372500339054,8.600100380522482,0.11627771255610006,10.389080176602574,1.2080184784972714,1
1.285,0.09601457544277638,1.7876331225104252,0.8064430025041252,8.657625921806172,0.1155051060223422,10.415085369991443,1.2029955398926067,1
1.29,0.09577483879983592,1.7831696214052704,0.8010845970183151,8.715536247889297,0.11473763306786511,10.441155657697783,1.197993486657392,1
1.295,0.09553570074994974,1.7787172651160539,0.7957617954242387,8.77383393257365,0.11397525958263352,10.46729120266097,1.1930122319503003,1
1.3,0.09529715979850424,1.7742760258155346,0.7904743611520597,8.832521566877038,0.11321795168325588,10.493492168228247,1.1880516892910897,1
1.305,0.0950592144546177,1.7698458757459523,0.7852220592038293,8.891601759148422,0.11246567571147871,10.519758718155733,1.1831117725591036,1
1.31,0.09482186323113093,1.7654267872188547,0.7800046561430403,8.951077135183857,0.11171839823269045,10.546091016609452,1.178192395991774,1
1.315,0.094585104644598,1.7610187326149238,0.774821920084254,9.010950338343177,0.11097608603443572,10.572489228166356,1.1732934741831345,1
1.32,0.09434893721527701,1.7566216843838045,0.7696736206827918,9.071224029667485,0.11023870612493912,10.598953517815351,1.1684149220823363,1
1.325,0.09411335946712075,1.7522356150439307,0.7645595291245001,9.131900887997428,0.10950622573163889,10.625484050958333,1.163556654992172,1
1.33,0.0938783699277675,1.7478604971823548,0.7594794181155784,9.19298361009226,0.10877861229973021,10.652080993411223,1.1587185885676043,1
1.335,0.09364396712853193,1.7434963034545763,0.7544330618724794,9.25447491074967,0.10805583349071869,10.678744511404993,1.153900638814304,1
1.34,0.0934101496043957,1.7391430065843692,0.7494202361118724,9.3163775229265,0.10733785718098249,10.705474771586726,1.149102722087187,1
1.345,0.0931769158939986,1.734800579363615,0.7444407180406766,9.378694197860122,0.10662465146034548,10.732271941020628,1.14432475508897,1
1.35,0.09294426453962913,1.7304689946521288,0.7394942863461574,9.441427705190806,0.10591618463065809,10.759136187189096,1.1395666548687151,1
1.355,0.09271219408721558,1.726148225377492,0.7345807211860927,9.504580833084761,0.10521242520438903,10.786067677993758,1.1348283388203964,1
1.36,0.09248070308631688,1.721838244534883,0.7296998041789994,9.568156388358059,0.10451334190322581,10.813066581756518,1.1301097246814642,1
1.365,0.09224979009011353,1.7175390251869074,0.7248513183944294,9.6321571966014,0.1038189036566844,10.840133067220613,1.1254107305314156,1
1.37,0.09201945365539851,1.71325054046343,0.7200350483433275,9.69658610230569,0.10312907960072838,10.867267303551666,1.1207312747903726,1
1.375,0.09178969234256838,1.7089727635614074,0.7152507799684543,9.761445968988458,0.10244383907639723,10.89446946033874,1.116071276217666,1
1.3800000000000001,0.0915605047156142,1.70470566774472,0.7104983006348721,9.826739679321111,0.10176315162844386,10.921739707595407,1.1114306539104275,1
1.385,0.09133188934211255,1.7004492263440059,0.7057773991204951,9.892470135257081,0.10108698700398072,10.949078215760794,1.1068093273021797,1
1.3900000000000001,0.09110384479321657,1.6962034127564911,0.7010878656067008,9.958640258160795,0.10041531515113533,10.976485155700676,1.1022072161614422,1
1.395,0.09087636964364712,1.6919682004458279,0.6964294916690059,10.025252988937487,0.09974810621771488,11.00396069870851,1.0976242405903367,1
1.4000000000000001,0.09064946247168376,1.6877435629419248,0.6918020702678015,10.092311288163938,0.09908533054987911,11.031505016506532,1.0930603210231993,1
1.405,0.09042312185915594,1.6835294738407844,0.687205395739153,10.159818136220041,0.09842695869082257,11.059118281246816,1.088515378225201,1
1.41,0.09019734639143408,1.6793259068043356,0.6826392637856576,10.227776533421263,0.09777296137946544,11.086800665512358,1.0839893332909714,1
1.415,0.08997213465742077,1.6751328355602708,0.6781034714673658,10.296189500152007,0.09712330954915278,11.11455234231815,1.0794821076432268,1
1.42,0.08974748524954196,1.6709502339018814,0.6735978171927616,10.365060076999821,0.09647797432636311,11.14237348511226,1.0749936230314097,1
1.425,0.0895233967637381,1.6667780756878932,0.6691221007098017,10.434391324890578,0.09583692702942466,11.170264267776924,1.0705238015303267,1
1.43,0.08929986779945544,1.6626163348423035,0.6646761230970173,10.504186325224484,0.09520013916724093,11.198224864629623,1.0660725655387977,1
1.435,0.08907689695963719,1.6584649853542186,0.6602596867546711,10.57444818001305,0.09456758243802428,11.22625545042418,1.061639837778308,1
1.44,0.08885448285071494,1.6543240012776914,0.6558725953959769,10.64518001201692,0.0939392287280384,11.254356200351841,1.0572255412916687,1
1.445,0.08863262408259971,1.6501933567315565,0.6515146540383738,10.716384964884746,0.093315050110348,11.282527290042394,1.0528295994416748,1
1.45,0.08841131926867353,1.6460730258992735,0.6471856689948625,10.7880662032928,0.09269501884357864,11.310768895565236,1.0484519359097828,1
1.455,0.08819056702578058,1.6419629830287605,0.6428854478653947,10.860226913085704,0.09207910737068302,11.339081193430493,1.044092474694779,1
1.46,0.08797036597421862,1.6378632024322366,0.6386137995283238,10.932870301417996,0.09146728831771651,11.367464360590121,1.0397511401114636,1
1.465,0.08775071473773036,1.6337736584860592,0.634370534131909,11.00599959689667,0.09085953449262048,11.395918574439007,1.0354278567893351,1
1.47,0.08753161194349486,1.629694325630566,0.6301554630858792,11.079618049724669,0.09025581888401381,11.424444012816076,1.0311225496712837,1
1.475,0.08731305622211893,1.6256251783699127,0.625968399053049,11.153728931845357,0.08965611465999222,11.453040854005417,1.026835144012285,1
1.48,0.08709504620762862,1.621566191271916,0.6218091559409951,11.228335537087915,0.08906039516693598,11.481709276737377,1.0225655653781054,1
1.485,0.08687758053746061,1.6175173389678932,0.6176775488937827,11.30344118131374,0.0884686339283251,11.510449460189692,1.0183137396440092,1
1.49,0.08666065785245376,1.613478596152504,0.6135733942837523,11.379049202563834,0.08788080464356268,11.539261583988603,1.01407959299347,1
1.495,0.08644427679684061,1.6094499375835936,0.6094965097033566,11.455162961207135,0.087296881186806,11.568145828209975,1.0098630519168916,1
1.5,0.08622843601823882,1.6054313380820318,0.6054467139570543,11.531785840089896,0.08671683760580526,11.59710237338043,1.0056640432103294,1
